relative_path,num_steps,safety_trigger_count,safety_trigger_ratio,bound_violation_count,norm_violation_count,jump_violation_count,workspace_violation_count,abnormal_sequence_count,rejected_action_count,raw_motion_norm_mean,raw_motion_norm_max,safe_motion_norm_mean,safe_motion_norm_max,raw_action_jump_mean,raw_action_jump_max,safe_action_jump_mean,safe_action_jump_max
task1_ep33/actions.npy,127,81,0.6377952755905512,81,0,0,0,31,0,0.7716339826583862,1.2015721797943115,0.7716339826583862,1.2015721797943115,0.08200041949748993,0.34833112359046936,0.08200041949748993,0.34833112359046936
task1_ep34/actions.npy,104,65,0.625,65,0,0,0,46,0,0.7918983101844788,1.1854183673858643,0.7918983101844788,1.1854183673858643,0.08706961572170258,0.2808964252471924,0.08706961572170258,0.2808964252471924
task1_ep35/actions.npy,106,76,0.7169811320754716,76,0,0,0,38,0,0.8085416555404663,1.2076820135116577,0.8085416555404663,1.2076820135116577,0.08805042505264282,0.34586772322654724,0.08805042505264282,0.34586772322654724
task1_ep36/actions.npy,119,65,0.5462184873949579,65,0,0,0,21,0,0.7191462516784668,1.1143704652786255,0.7191462516784668,1.1143704652786255,0.08360163122415543,0.2878841459751129,0.08360163122415543,0.2878841459751129
task1_ep37/actions.npy,105,75,0.7142857142857143,75,0,0,0,45,0,0.8254421353340149,1.2141709327697754,0.8254421353340149,1.2141709327697754,0.08275715261697769,0.34731724858283997,0.08275715261697769,0.34731724858283997
task1_ep38/actions.npy,126,90,0.7142857142857143,90,0,0,0,45,0,0.7575017809867859,1.2230360507965088,0.7575017809867859,1.2230360507965088,0.08559159934520721,0.34439507126808167,0.08559159934520721,0.34439507126808167
task1_ep39/actions.npy,110,76,0.6909090909090909,76,0,0,0,39,0,0.8133959770202637,1.220707654953003,0.8133959770202637,1.220707654953003,0.08987471461296082,0.37252360582351685,0.08987471461296082,0.37252360582351685
task1_ep4/actions.npy,114,70,0.6140350877192983,70,0,0,0,35,0,0.7688639163970947,1.1750942468643188,0.7688639163970947,1.1750942468643188,0.08642823994159698,0.31519192457199097,0.08642823994159698,0.31519192457199097
task1_ep40/actions.npy,106,81,0.7641509433962265,81,0,0,0,46,0,0.8240643739700317,1.1920541524887085,0.8240643739700317,1.1920541524887085,0.08824165165424347,0.22258396446704865,0.08824165165424347,0.22258396446704865
task1_ep41/actions.npy,104,85,0.8173076923076923,85,0,0,0,61,0,0.7995253205299377,1.2056877613067627,0.7995253205299377,1.2056877613067627,0.08667255192995071,0.2807348370552063,0.08667255192995071,0.2807348370552063
task1_ep42/actions.npy,105,73,0.6952380952380952,73,0,0,0,39,0,0.8196122050285339,1.1611907482147217,0.8196122050285339,1.1611907482147217,0.08572673797607422,0.20502491295337677,0.08572673797607422,0.20502491295337677
task1_ep43/actions.npy,106,77,0.7264150943396226,77,0,0,0,38,0,0.8186691403388977,1.2067056894302368,0.8186691403388977,1.2067056894302368,0.08800946176052094,0.35444387793540955,0.08800946176052094,0.35444387793540955
task1_ep44/actions.npy,95,62,0.6526315789473685,62,0,0,0,17,0,0.859430730342865,1.1850436925888062,0.859430730342865,1.1850436925888062,0.10046108067035675,0.3104568421840668,0.10046108067035675,0.3104568421840668
task1_ep45/actions.npy,106,64,0.6037735849056604,64,0,0,0,22,0,0.8339777588844299,1.2024030685424805,0.8339777588844299,1.2024030685424805,0.08711972832679749,0.3202503025531769,0.08711972832679749,0.3202503025531769
task1_ep46/actions.npy,102,69,0.6764705882352942,69,0,1,0,31,0,0.828204333782196,1.2215797901153564,0.8282977938652039,1.2215797901153564,0.09592597931623459,0.5259032845497131,0.09582243859767914,0.5
task1_ep47/actions.npy,114,84,0.7368421052631579,84,0,1,0,53,0,0.7898156046867371,1.1654572486877441,0.7897672653198242,1.1654572486877441,0.09839311242103577,0.5093240737915039,0.09837638586759567,0.5
task1_ep48/actions.npy,104,55,0.5288461538461539,55,0,0,0,28,0,0.8221394419670105,1.1877555847167969,0.8221394419670105,1.1877555847167969,0.09031497687101364,0.31566235423088074,0.09031497687101364,0.31566235423088074
task1_ep49/actions.npy,98,57,0.5816326530612245,57,0,0,0,28,0,0.8433036208152771,1.2405840158462524,0.8433036208152771,1.2405840158462524,0.08889040350914001,0.2925047278404236,0.08889040350914001,0.2925047278404236
task1_ep5/actions.npy,99,72,0.7272727272727273,72,0,0,0,44,0,0.8410370945930481,1.2326704263687134,0.8410370945930481,1.2326704263687134,0.08596779406070709,0.3840138912200928,0.08596779406070709,0.3840138912200928
task1_ep6/actions.npy,114,66,0.5789473684210527,66,0,0,0,24,0,0.7953817248344421,1.2496715784072876,0.7953817248344421,1.2496715784072876,0.08699196577072144,0.346945583820343,0.08699196577072144,0.346945583820343
task1_ep7/actions.npy,116,89,0.7672413793103449,89,0,0,0,48,0,0.7896033525466919,1.1808887720108032,0.7896033525466919,1.1808887720108032,0.08420222252607346,0.2667122781276703,0.08420222252607346,0.2667122781276703
task1_ep8/actions.npy,100,69,0.69,69,0,0,0,30,0,0.8064777851104736,1.2100380659103394,0.8064777851104736,1.2100380659103394,0.09304190427064896,0.35676154494285583,0.09304190427064896,0.35676154494285583
task1_ep9/actions.npy,108,73,0.6759259259259259,73,0,0,0,25,0,0.7690638899803162,1.1662287712097168,0.7690638899803162,1.1662287712097168,0.08523508906364441,0.48630043864250183,0.08523508906364441,0.48630043864250183
task2_ep0/actions.npy,123,59,0.4796747967479675,59,0,0,0,10,0,0.6097512245178223,1.1451481580734253,0.6097512245178223,1.1451481580734253,0.09274274855852127,0.3190343677997589,0.09274274855852127,0.3190343677997589
task2_ep1/actions.npy,113,61,0.5398230088495575,61,0,0,0,19,0,0.6384856700897217,1.0674552917480469,0.6384856700897217,1.0674552917480469,0.07515997439622879,0.3370349407196045,0.07515997439622879,0.3370349407196045
task2_ep10/actions.npy,91,60,0.6593406593406593,60,0,0,0,21,0,0.7166683673858643,1.0592060089111328,0.7166683673858643,1.0592060089111328,0.08300164341926575,0.36826562881469727,0.08300164341926575,0.36826562881469727
task2_ep11/actions.npy,96,66,0.6875,66,0,0,0,20,0,0.750079333782196,1.101073145866394,0.750079333782196,1.101073145866394,0.08961952477693558,0.28524166345596313,0.08961952477693558,0.28524166345596313
task2_ep12/actions.npy,98,65,0.6632653061224489,65,0,0,0,30,0,0.6823669672012329,1.127261996269226,0.6823669672012329,1.127261996269226,0.0854542925953865,0.24503201246261597,0.0854542925953865,0.24503201246261597
task2_ep13/actions.npy,96,50,0.5208333333333334,50,0,0,0,20,0,0.7055153250694275,1.1010130643844604,0.7055153250694275,1.1010130643844604,0.08532949537038803,0.3503435254096985,0.08532949537038803,0.3503435254096985
task2_ep14/actions.npy,108,49,0.4537037037037037,48,0,2,0,11,0,0.5935619473457336,1.134392499923706,0.5915839672088623,1.134392499923706,0.10089556872844696,0.6777171492576599,0.09950079768896103,0.5
task2_ep15/actions.npy,95,72,0.7578947368421053,72,0,0,0,25,0,0.6777092218399048,1.026536226272583,0.6777092218399048,1.026536226272583,0.08149663358926773,0.2585306465625763,0.08149663358926773,0.2585306465625763
task2_ep16/actions.npy,102,55,0.5392156862745098,55,0,0,0,17,0,0.6305155158042908,1.12783944606781,0.6305155158042908,1.12783944606781,0.0870417132973671,0.30658456683158875,0.0870417132973671,0.30658456683158875
task2_ep17/actions.npy,96,61,0.6354166666666666,61,0,0,0,25,0,0.6970395445823669,1.0989826917648315,0.6970395445823669,1.0989826917648315,0.08765792846679688,0.262798547744751,0.08765792846679688,0.262798547744751
task2_ep18/actions.npy,91,59,0.6483516483516484,59,0,0,0,24,0,0.7052055597305298,1.114561915397644,0.7052055597305298,1.114561915397644,0.08710865676403046,0.19916212558746338,0.08710865676403046,0.19916212558746338
task2_ep19/actions.npy,108,49,0.4537037037037037,49,0,0,0,2,0,0.6832373142242432,1.122138500213623,0.6832373142242432,1.122138500213623,0.08052842319011688,0.282925546169281,0.08052842319011688,0.282925546169281
task2_ep2/actions.npy,90,53,0.5888888888888889,53,0,0,0,14,0,0.7549034357070923,1.155320167541504,0.7549034357070923,1.155320167541504,0.0937037542462349,0.23366522789001465,0.0937037542462349,0.23366522789001465
task2_ep20/actions.npy,92,63,0.6847826086956522,63,0,0,0,24,0,0.7388573288917542,1.0964535474777222,0.7388573288917542,1.0964535474777222,0.09199565649032593,0.2841005027294159,0.09199565649032593,0.2841005027294159
task2_ep21/actions.npy,99,51,0.5151515151515151,51,0,0,0,19,0,0.7023146748542786,1.056680679321289,0.7023146748542786,1.056680679321289,0.08493489027023315,0.3258959650993347,0.08493489027023315,0.3258959650993347
task2_ep22/actions.npy,95,61,0.6421052631578947,61,0,0,0,22,0,0.7025176286697388,1.1565241813659668,0.7025176286697388,1.1565241813659668,0.08374501764774323,0.21071508526802063,0.08374501764774323,0.21071508526802063
task2_ep23/actions.npy,101,61,0.6039603960396039,61,0,0,0,7,0,0.6466947793960571,1.0684629678726196,0.6466947793960571,1.0684629678726196,0.0850224494934082,0.22938624024391174,0.0850224494934082,0.22938624024391174
task2_ep24/actions.npy,99,52,0.5252525252525253,52,0,0,0,19,0,0.6817277669906616,1.0304993391036987,0.6817277669906616,1.0304993391036987,0.08472125232219696,0.24345873296260834,0.08472125232219696,0.24345873296260834
task2_ep25/actions.npy,123,69,0.5609756097560976,69,0,2,0,18,0,0.6745907068252563,1.0960935354232788,0.6759666800498962,1.0960935354232788,0.10431359708309174,1.1213115453720093,0.10403997451066971,0.5
task2_ep26/actions.npy,95,50,0.5263157894736842,50,0,0,0,7,0,0.7436809539794922,1.0481452941894531,0.7436809539794922,1.0481452941894531,0.09039982408285141,0.3547289967536926,0.09039982408285141,0.3547289967536926
